STOP_WAS_INITIATED,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OTHER_PERSON_STOPPED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_BODY_BUILD_TYPE,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_BORO_NAME,SUSPECT_ARRESTED_FLAG
3,1,0,,8,2,2,1,,2,1,2,2,,1,4,1,3,3,1
1,,1,9,6,1,1,2,1,1,1,2,,,2,4,2,1,3,1
3,1,0,,10,2,2,1,1,1,1,,,,2,,3,3,3,1
3,1,0,23,15,1,1,2,1,1,1,2,2,2,2,1,2,1,3,2
1,1,1,19,6,1,1,1,1,1,1,2,2,,2,1,3,2,3,1
2,,5,26,5,1,1,1,1,1,1,2,2,,2,1,4,2,3,1
3,1,1,23,10,1,1,1,1,1,1,2,2,,2,1,3,2,3,1
3,1,0,1,0,1,1,1,1,1,1,2,,,2,1,4,3,3,1
1,1,1,1,20,1,2,1,1,1,1,2,2,,2,1,3,1,3,1
3,,2,,5,1,2,2,2,2,1,2,,,2,1,3,2,3,1
1,2,0,1,13,1,1,1,1,,1,2,2,,2,1,3,3,3,1
2,1,4,1,10,2,1,2,1,1,1,2,,,2,1,4,1,3,1
3,,10,26,1,1,1,1,,,1,2,,,2,4,2,1,3,1
3,1,0,1,8,1,1,1,1,1,1,2,2,,1,1,2,2,3,1
3,,2,19,8,1,2,2,1,1,1,2,,2,1,1,1,4,3,2
3,,1,,5,1,2,1,1,1,1,2,,,2,1,3,1,3,1
3,1,2,,12,1,1,1,1,1,1,,2,,1,1,3,1,3,2
3,,1,,15,1,2,2,1,1,2,2,,2,2,3,3,1,3,2
2,,8,,10,2,2,1,1,1,1,2,,,2,4,2,3,3,1
2,,8,,10,2,2,1,1,1,1,2,,,2,4,1,3,3,1
2,,2,3,10,2,2,1,1,1,1,2,,,2,4,2,3,3,1
1,,1,19,12,1,1,2,2,2,1,2,,,2,3,3,3,3,1
1,1,1,11,22,2,1,1,1,1,1,2,,,2,2,2,1,3,1
3,1,1,11,22,2,1,2,1,1,1,2,,2,1,4,3,1,3,2
3,,1,1,8,1,1,1,1,1,1,2,2,,2,3,3,3,3,1
2,,1,1,2,1,2,1,,,1,2,2,,2,1,2,4,3,1
1,,1,19,20,1,2,1,2,2,1,2,,,2,2,2,2,3,1
3,,1,23,20,2,1,1,1,1,1,2,,,1,1,2,4,3,1
3,,1,,8,1,2,1,1,1,1,2,2,,2,3,2,2,1,1
3,1,1,,3,1,2,1,1,1,1,2,2,,2,1,2,3,1,1
2,3,2,23,5,1,1,1,1,1,1,2,,,2,1,3,3,1,1
2,1,5,,5,1,2,2,1,1,1,2,,,2,1,3,1,1,1
1,2,1,1,235,2,1,2,2,2,1,,,,2,4,1,4,1,1
3,2,1,,10,1,2,1,1,2,1,2,2,,2,1,4,3,1,1
3,1,1,23,7,1,2,1,1,1,1,2,2,,2,1,3,3,1,1
2,1,1,,1,1,2,1,1,1,1,2,,,2,1,3,4,1,1
3,,1,,5,1,2,1,2,2,1,2,2,,2,1,2,4,1,1
2,1,1,23,10,2,2,2,1,1,2,2,,2,2,4,3,3,1,2
2,1,1,23,10,2,2,2,1,2,2,2,,2,2,1,3,3,1,2
2,1,1,23,10,2,2,2,1,2,1,,,2,2,1,3,3,1,2
2,3,5,,10,1,2,1,1,1,1,2,,,2,5,3,3,1,1
3,1,2,,2,1,2,2,1,1,1,2,,2,2,3,2,3,1,2
3,3,1,1,11,1,2,2,1,2,1,2,2,,2,1,3,4,1,2
3,3,1,1,10,1,1,1,1,,1,2,,,2,1,3,4,1,1
3,3,1,21,5,1,1,1,1,,1,2,2,,2,3,2,2,1,1
2,3,1,11,7,1,1,1,1,,1,2,,,1,1,3,2,1,2
2,1,2,23,2,1,1,1,1,,1,2,,,2,4,2,5,1,1
2,3,1,11,4,1,1,1,1,,1,2,,,2,4,2,2,1,1
1,3,0,1,30,1,1,1,1,1,1,2,,,2,1,2,1,1,1
1,1,1,,20,1,2,1,1,1,1,2,,,2,4,1,5,1,1
2,3,1,11,21,1,1,1,1,,1,2,,,2,1,1,2,1,2
3,1,1,5,1,1,2,2,1,1,1,2,,2,1,1,2,2,1,2
3,,1,,2,1,2,1,1,2,1,2,2,,2,1,1,3,1,1
3,,2,,2,2,2,1,2,2,1,2,,,2,4,2,3,1,1
2,1,1,8,15,1,1,1,2,2,1,2,,,2,1,3,3,1,1
3,,1,,1,1,1,2,1,1,2,,,2,2,1,2,5,1,2
3,1,1,14,6,2,1,2,1,1,1,2,2,2,1,4,1,1,1,2
3,,0,19,42,1,2,1,1,1,1,2,,,2,1,3,3,1,2
3,,0,23,5,1,2,2,1,,2,2,,2,2,1,3,4,1,2
3,,0,23,5,1,1,1,2,2,1,2,2,,2,1,3,4,1,2
3,1,1,,5,1,2,2,1,1,1,2,2,2,2,1,3,3,1,2
3,,1,1,2,2,2,1,1,,1,2,2,,2,1,3,5,1,1
1,1,2,26,4,1,2,1,1,1,1,2,,,2,1,3,2,1,1
3,,0,23,13,2,2,1,1,,1,2,2,,2,4,1,3,1,1
2,1,5,,10,1,1,1,1,2,2,2,,,2,1,2,2,1,1
3,,10,22,48,2,2,1,2,2,1,2,2,,2,1,3,2,1,2
3,1,10,22,48,2,2,1,2,2,1,2,,,2,1,2,2,1,2
2,,1,,3,2,2,1,1,1,1,2,,,2,1,3,3,1,1
2,,1,,3,2,2,1,1,1,1,2,,,2,1,3,3,1,1
1,,1,,1,1,2,2,1,1,1,2,,2,2,4,3,4,1,2
3,2,30,1,45,2,1,1,1,1,1,,,,2,1,3,4,1,1
3,2,20,1,45,2,1,1,1,1,1,,,,2,1,2,4,1,1
3,2,10,1,30,2,1,1,1,1,1,,,,2,1,3,4,1,1
3,,1,19,2,1,1,1,1,1,1,2,2,,2,3,3,3,1,1
3,1,1,23,5,2,2,1,2,2,1,2,2,,2,1,3,4,1,1
3,1,1,1,15,1,1,1,1,1,1,2,,,2,4,3,2,1,1
3,,1,23,5,1,1,2,1,1,1,,2,2,2,4,3,2,1,2
3,1,2,19,5,1,1,2,1,1,1,,2,2,2,4,3,2,1,1
3,1,1,23,20,1,2,1,1,1,1,2,,,2,1,2,2,1,2
2,1,1,,2,2,2,1,1,,1,2,2,,2,4,2,1,1,1
2,1,2,,1,1,2,1,1,1,1,2,,,2,1,2,1,1,1
1,1,3,1,6,1,1,2,1,1,1,2,,2,2,1,3,4,2,2
3,1,1,23,20,2,2,1,1,1,1,2,2,,2,3,3,1,2,1
3,2,1,13,12,1,1,2,2,2,1,,,2,2,4,3,3,2,2
1,1,2,4,2,1,1,1,,,1,2,,,2,,3,4,2,1
2,3,1,23,5,1,1,1,1,1,1,2,,,2,1,3,3,2,1
3,1,1,19,10,1,1,1,1,1,1,,,,1,1,3,3,2,1
2,1,2,18,20,1,1,2,1,,1,2,,2,2,2,3,4,2,2
3,1,1,19,6,1,1,2,1,1,1,2,2,2,1,1,3,2,2,2
1,1,1,18,24,2,2,2,1,1,1,2,,2,2,1,2,1,2,2
3,1,1,14,10,1,2,2,2,1,1,2,2,,2,1,3,2,2,1
1,1,1,16,1,1,2,1,2,1,1,2,,,1,1,1,3,2,1
1,1,1,11,20,1,1,1,1,1,1,2,,,2,1,1,2,2,1
3,1,1,19,5,1,2,2,2,2,1,2,,,1,1,1,4,2,1
3,1,1,19,15,1,2,2,1,1,1,2,,2,2,1,3,3,2,2
3,,0,1,4,1,1,1,1,1,1,,2,,2,1,3,1,2,2
3,1,1,19,8,2,1,1,1,1,1,2,2,,1,2,3,1,2,2
3,1,1,19,8,2,1,1,1,1,1,2,2,,2,2,1,1,2,1
3,,1,19,10,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2
3,1,1,26,24,2,2,2,2,2,1,2,,2,2,4,2,4,2,2
3,1,1,26,24,2,2,2,2,2,1,2,,2,2,1,3,4,2,2
3,1,1,19,5,1,2,1,1,1,1,2,2,,2,1,3,2,2,1
3,,1,,5,1,2,2,2,2,1,2,,,2,1,2,4,2,1
3,1,1,19,20,1,2,1,1,1,1,,2,,2,1,2,2,2,1
3,,1,19,4,1,1,1,1,1,1,2,2,,2,1,2,1,2,2
3,1,1,1,15,1,2,2,2,1,2,2,,2,2,1,2,3,2,2
3,,1,16,18,1,2,2,1,1,2,2,,2,2,1,3,3,2,2
3,1,1153,5,120,1,2,2,1,1,2,2,,2,2,3,3,2,2,2
1,1,1,5,5,1,1,1,1,1,1,2,,,2,1,1,4,2,1
3,1,1,3,11,2,2,1,2,2,1,2,2,,2,4,2,4,2,1
3,1,1,1,15,1,1,1,1,1,1,2,,,2,2,1,2,2,1
1,,0,1,15,1,1,1,1,1,1,2,2,,2,1,4,4,2,1
1,,1,16,1,1,1,2,2,2,1,2,2,,2,4,2,3,2,1
2,,1,16,40,2,2,1,1,1,1,2,,,2,3,2,2,2,1
1,,1,1,5,2,1,1,1,1,1,2,,,2,4,2,2,2,1
3,3,0,,5,1,2,2,2,2,1,2,,,2,1,2,3,2,1
1,1,5,3,5,2,2,1,1,,1,,,,2,1,1,3,2,1
3,1,2,16,5,1,2,1,1,1,1,2,2,,2,4,2,1,2,1
2,1,1,,1,1,2,1,1,1,1,2,,,2,1,2,4,2,1
2,,1,8,6,1,2,1,1,1,1,2,,,2,1,2,2,2,1
2,,1,,2,1,2,1,1,,1,2,,,2,1,2,4,2,1
3,1,1,,15,1,2,1,1,1,1,2,,,2,1,2,5,2,1
3,1,2,8,10,1,2,1,,,1,2,,,2,1,4,3,2,1
2,3,1,,1,1,2,1,1,1,1,2,,,2,1,2,4,2,1
1,2,1,23,3,2,1,1,1,,1,2,2,,2,1,3,4,2,1
1,2,1,23,3,2,1,1,1,,1,2,2,,2,1,3,4,2,1
3,,1,,5,1,2,1,1,1,1,2,2,,2,1,3,3,2,1
3,1,1,23,8,1,2,1,1,1,1,2,,,2,1,3,4,2,1
2,,1,3,5,2,2,1,1,1,1,2,,,2,1,3,4,2,1
3,,2,,15,1,1,1,,1,1,2,2,,2,3,2,4,2,1
2,1,2,13,10,1,2,1,2,1,1,2,,,2,1,3,4,2,1
3,1,1,23,4,1,2,2,1,1,2,2,,2,2,1,2,4,2,2
3,,0,3,4,1,2,2,1,1,1,2,2,2,1,1,,1,2,2
3,1,1,19,12,1,1,1,1,,1,2,2,,2,2,3,3,2,1
3,1,1,26,10,1,1,2,1,1,1,2,,2,2,1,3,4,2,1
2,,1,,8,1,2,1,1,1,1,2,,,2,1,3,2,2,1
3,1,1,,1,1,2,1,1,1,1,2,2,,2,1,3,2,2,1
2,3,1,5,5,1,2,2,1,1,1,,2,2,2,1,2,4,2,1
3,1,2,,2,1,2,1,2,2,1,2,,,1,1,2,1,2,1
1,,1,13,5,1,1,1,2,2,1,2,,,2,1,2,3,2,1
3,,1,21,8,1,1,1,1,,1,2,2,,2,1,3,2,2,1
3,1,1,11,20,2,1,1,1,1,1,2,,,2,1,2,2,2,1
3,1,2,23,10,1,1,1,1,1,1,2,2,,2,1,2,4,2,1
3,,2,23,10,1,1,1,1,1,1,2,2,,2,1,2,4,2,1
1,,1,26,6,1,1,1,1,,1,2,2,,2,1,3,2,2,1
2,1,3,23,3,1,2,1,1,1,1,2,,,2,1,2,1,2,1
1,,1,,12,1,2,1,1,1,1,2,,,2,1,2,2,2,1
1,2,2,1,20,1,2,1,1,,1,2,,,2,1,3,1,2,1
3,1,1,5,9,1,2,2,1,1,1,2,,,2,1,2,1,2,2
1,2,1,13,4,1,1,1,1,1,1,2,,,2,1,2,3,2,1
2,1,5,8,25,2,2,1,1,1,1,2,,,2,1,2,3,2,1
2,1,5,8,25,2,2,1,1,1,1,2,,,2,1,3,3,2,1
2,1,5,8,25,2,2,1,1,1,1,2,,,2,1,4,3,2,1
3,3,1,11,2,1,1,2,1,1,1,,,2,1,1,2,3,2,2
3,1,1,,17,1,2,1,1,1,1,2,,,2,1,2,1,2,1
2,1,1,,1,1,2,2,1,1,1,2,,,2,1,3,1,4,1
1,1,1,23,5,2,2,1,1,1,1,2,2,,2,1,5,1,4,1
1,1,1,23,5,2,1,1,1,1,1,2,2,,2,1,5,1,4,1
1,1,1,23,5,2,1,1,1,1,1,2,2,,2,1,5,1,4,1
1,1,1,23,5,2,1,1,1,1,1,2,2,,2,1,5,1,4,1
3,,1,1,3,1,2,2,1,1,2,2,2,2,2,3,1,1,4,2
1,,0,23,15,1,2,2,2,2,1,,2,,2,1,,,4,1
2,1,1,16,5,1,1,1,1,1,2,,,,2,1,3,2,4,1
2,1,1,,10,1,2,2,1,,2,2,,,2,1,3,3,4,1
1,1,0,26,38,1,1,2,1,1,1,2,2,2,2,1,1,1,4,2
3,,0,,9,1,2,2,1,,2,2,2,,2,1,3,4,4,2
3,,1,23,5,2,2,1,1,1,1,2,2,,2,1,3,1,4,1
3,,1,23,5,2,2,1,1,1,1,2,2,,2,1,3,1,4,1
3,,1,23,5,2,2,1,1,1,1,2,2,,2,1,3,1,4,1
3,1,5,26,10,1,2,2,1,1,1,,2,2,2,1,3,3,4,2
3,,1,3,5,1,1,1,1,1,1,2,2,,2,1,2,2,4,1
3,1,0,,15,1,2,2,1,2,2,2,,,2,4,2,1,4,2
3,,1,19,5,1,1,2,1,1,1,2,,2,2,1,1,3,4,2
3,1,0,14,10,1,1,2,1,,1,2,,2,2,1,2,4,4,2
3,1,1,,16,2,2,1,1,1,1,2,2,,2,4,1,2,4,1
3,1,1,19,4,1,1,2,1,1,1,2,,,2,1,2,1,4,1
3,1,0,23,3,2,2,2,1,1,2,2,2,2,2,1,2,3,4,2
3,1,0,23,3,2,1,2,1,1,1,2,2,2,1,1,3,3,4,2
2,,60,,10,1,2,2,1,1,1,2,,,2,1,2,3,4,1
3,,1,1,26,2,2,1,1,2,1,2,2,,2,4,2,1,4,1
3,1,4,3,10,2,1,2,1,1,1,2,2,2,2,5,2,3,4,2
3,,1,23,7,2,2,2,1,1,1,2,2,2,2,4,2,1,4,2
3,1,1,14,40,2,1,1,1,1,1,2,2,,2,3,3,2,4,1
3,,1,14,40,2,1,2,1,1,1,2,2,2,2,3,2,2,4,2
3,1,1,,10,1,2,1,1,1,1,2,2,,2,4,2,3,4,1
3,1,4,19,10,1,2,2,2,2,1,2,2,,2,4,2,2,4,1
3,1,1,,7,1,2,1,1,1,1,2,2,,2,4,2,4,4,1
3,,1,,10,2,2,1,1,2,1,2,2,,2,1,2,4,4,1
3,,1,,12,2,2,1,1,1,1,2,,,2,1,2,4,4,1
3,1,45,13,14,2,1,1,2,1,1,2,2,,2,1,3,4,4,1
3,1,1,,20,1,2,2,2,2,1,2,2,2,2,1,1,4,4,2
3,,5,19,3,2,1,2,1,,1,2,,2,2,1,3,4,4,2
3,,1,,5,1,2,2,1,,1,2,2,,2,5,2,3,4,1
3,1,1,,10,2,2,1,1,2,1,2,2,,2,5,3,2,4,1
1,1,0,,20,2,2,1,1,1,1,2,,,2,5,3,2,4,2
3,,1,18,5,1,2,2,1,1,1,2,2,,2,2,3,1,4,2
1,1,1,,2,1,2,1,1,1,1,2,2,,2,1,4,3,4,1
1,1,1,,1,1,2,1,1,1,1,2,,,2,4,2,4,4,1
3,,1,18,2,1,1,1,,1,1,2,2,,2,5,2,4,4,1
3,,1,26,5,1,1,1,1,,1,2,2,,2,1,1,3,4,1
3,1,1,1,2,1,1,1,1,1,1,2,2,,2,1,4,3,4,1
3,1,1,,5,1,2,1,1,1,1,2,2,,2,4,3,4,4,1
3,,1,13,16,2,1,2,1,1,1,2,2,2,2,1,3,2,4,2
3,1,1,26,15,1,1,1,1,1,1,2,,,2,3,1,4,4,1
3,,1,23,6,1,2,2,1,1,1,2,2,2,2,4,2,2,4,2
1,1,1,1,7,1,2,2,1,1,2,2,2,2,2,4,2,2,4,2
3,1,0,23,10,2,1,1,1,1,1,2,,,2,4,3,2,4,1
3,1,0,23,10,2,1,1,1,1,1,2,2,,1,1,2,2,4,1
1,,0,,7,1,2,1,2,2,1,2,,,2,1,3,1,4,1
3,1,7,18,1,2,1,2,1,,1,2,,2,2,4,3,1,4,2
3,,1,16,10,1,2,2,1,1,1,2,2,2,2,4,3,4,4,2
3,1,1,,11,2,2,2,1,1,2,2,,,2,2,3,3,4,2
3,1,1,,11,2,2,2,2,1,2,2,,2,2,4,3,3,4,2
3,1,1,,10,1,2,1,1,1,1,2,2,,2,1,2,2,4,1
3,1,5,,5,2,2,1,1,1,1,,2,,2,1,1,3,4,2
3,1,1,19,5,1,2,2,1,1,1,2,2,2,2,4,3,3,4,2
1,2,1,23,5,2,1,2,1,1,1,2,,2,2,1,3,2,4,2
1,2,1,23,5,2,1,2,1,1,1,2,,2,2,1,2,2,4,2
2,1,1,22,5,1,2,1,1,1,1,2,,,1,1,2,4,4,1
3,,1,,16,1,2,2,2,2,1,2,2,,2,4,2,3,4,1
3,,1,16,20,1,1,2,2,2,1,2,,,2,1,3,2,4,2
2,,3,26,2,1,1,1,1,1,1,2,,,2,4,2,4,4,1
2,1,2,1,5,1,2,1,1,1,1,2,,,2,1,2,2,5,1
3,1,1,19,5,1,1,1,,,1,,,,2,1,3,4,5,1
3,1,1,19,1,1,1,2,1,1,1,2,,2,2,1,2,2,5,2
3,1,1,8,5,1,1,1,2,1,1,2,,,2,4,2,1,5,1
3,1,1,,5,2,2,1,1,1,1,2,,,2,1,3,2,5,1
3,1,1,1,5,1,2,2,1,1,1,2,2,2,2,1,2,2,5,2
3,1,1,1,20,1,2,2,1,1,1,2,2,2,2,4,2,2,5,2
1,1,1,1,10,2,1,1,1,1,1,2,,,2,1,1,4,5,1
3,1,20,3,1,1,2,2,1,1,1,2,,2,2,1,3,2,5,2
3,,2,,5,1,2,1,1,1,1,2,2,,2,1,2,1,5,1
1,1,0,,5,1,2,1,,,1,2,2,,2,2,3,1,5,1
3,,2,,5,1,2,1,1,1,1,2,2,,2,1,2,1,5,1
3,1,1,19,15,1,2,2,1,1,1,2,,2,2,1,4,2,5,2
3,1,2,,14,2,2,1,1,,1,2,,,2,1,1,3,5,1
1,1,2,1,5,2,2,2,1,1,1,2,2,2,2,1,2,1,5,2
1,1,2,1,5,2,2,2,1,1,1,2,2,2,2,1,3,1,5,2
2,1,2,,20,1,2,1,1,1,1,2,,,2,4,3,3,2,1
3,1,1,26,1,1,1,1,1,1,1,,2,,2,1,2,3,4,2
2,1,1,14,30,2,1,2,1,1,1,2,,2,2,4,3,3,2,2
3,3,1,1,5,1,1,1,1,1,1,2,,,2,1,2,4,3,1
3,3,1,23,14,2,2,1,1,2,1,2,,,2,1,3,4,2,1
3,,2,23,4,1,1,2,1,2,1,2,2,,2,1,3,1,1,2
1,1,1,19,20,1,1,2,1,2,1,2,,,2,2,2,1,4,1
1,,1,26,5,1,1,1,1,1,1,2,2,,2,1,2,2,2,2
2,1,1,,2,1,2,2,1,1,2,,,,2,4,3,5,1,1
1,3,1,5,40,1,1,2,1,1,2,2,,2,2,1,3,3,5,2
3,3,2,16,10,1,2,1,2,2,1,2,,,2,1,3,2,1,1
2,1,1,14,5,1,1,1,1,1,1,2,,,2,3,3,2,2,1
3,,1,,5,1,2,2,2,2,1,2,2,,2,1,3,5,1,1
2,1,1,,5,1,2,1,1,1,1,2,,,2,3,3,3,2,1
3,2,1,,50,1,2,2,2,2,2,2,2,,2,4,2,5,3,1
3,1,0,,1,1,2,2,1,,1,2,2,2,2,1,2,1,3,2
2,1,30,23,5,1,1,2,1,1,1,2,2,2,2,1,2,4,3,2
2,1,1,1,10,1,1,1,1,1,1,2,,,2,4,3,2,3,1
3,,5,23,10,1,1,1,1,1,1,2,,,1,4,3,1,3,2
1,2,2,23,3,2,2,1,1,1,1,2,2,,2,3,1,3,1,1
3,,1,14,5,1,1,1,1,1,1,2,,,2,2,2,1,3,1
3,1,0,3,4,1,2,1,1,1,1,2,2,,2,1,3,1,5,1
1,1,1,,13,1,2,1,1,1,1,2,2,,2,1,2,3,3,1
2,,1,8,15,2,2,1,1,1,2,2,2,,2,1,4,2,2,2
2,1,1,,5,1,2,2,1,1,1,2,,,2,1,4,3,1,2
1,1,1,1,15,1,2,2,1,,2,,,2,2,1,2,4,1,2
2,1,1,,5,1,2,1,1,1,1,2,,,2,1,2,4,1,1
3,,1,1,18,2,1,1,1,1,1,2,2,,2,3,1,2,2,1
2,1,15,26,1,1,1,1,1,1,1,2,,,2,1,4,1,2,1
3,4,1,23,10,1,2,2,1,1,1,2,2,2,2,3,3,3,3,2
3,1,1,1,30,2,2,2,1,2,2,2,2,2,1,2,3,3,4,2
1,1,1,19,30,1,1,1,1,1,1,2,,,2,1,1,2,3,1
3,1,2,19,2,1,2,2,1,1,1,2,2,2,2,1,1,2,4,2
2,1,1,,3,1,2,2,1,1,1,2,,,2,3,3,1,2,1
1,1,0,1,25,1,2,1,1,1,1,2,2,,2,1,2,2,4,1
2,1,5,6,10,1,2,2,1,1,1,2,,,2,2,2,4,4,1
3,3,1,1,4,1,2,1,1,1,1,2,,,2,1,3,4,2,1
3,1,1,,3,1,2,1,1,1,1,2,2,,2,1,3,3,2,1
3,,1,3,15,1,2,2,1,1,1,,2,2,2,4,3,1,1,2
2,,2,,5,1,2,2,1,,2,,2,2,2,1,2,1,3,2
3,1,1,10,5,1,1,1,1,2,1,2,,,2,3,2,2,1,2
3,1,2,23,10,1,2,2,2,2,1,2,2,,2,1,1,4,3,2
1,1,2,23,10,1,1,2,1,,1,2,,2,2,1,2,4,3,2
3,1,1,3,10,1,1,1,1,1,1,2,2,,2,1,1,4,2,1
3,,1,1,9,2,2,2,1,1,1,2,2,,2,2,2,3,3,1
3,1,1,,15,1,2,2,1,1,1,2,2,,2,4,2,1,3,2
2,,0,,15,1,1,2,1,1,2,2,,,2,1,3,1,4,1
2,,5,9,5,2,1,1,1,1,1,2,,,2,5,2,4,2,1
3,,1,,6,2,2,1,1,1,1,2,2,,2,1,2,5,1,1
3,2,1,23,10,1,2,1,1,1,1,2,,,2,1,2,1,2,1
3,1,4,19,30,1,2,2,1,2,1,,,2,2,1,3,2,3,2
3,,1,16,21,1,2,2,2,2,1,2,,,2,1,3,2,3,2
3,1,10,26,6,2,2,2,1,1,1,2,,,2,3,3,1,1,1
3,1,1,19,4,1,1,2,2,2,1,2,2,,2,1,3,4,2,1
3,2,5,23,2,2,2,2,1,1,1,,2,2,2,1,3,2,3,2
3,2,5,23,2,2,2,2,1,1,1,,2,2,2,1,3,2,3,2
3,3,0,13,5,2,1,1,1,1,1,,2,,1,1,2,1,3,2
3,3,0,13,5,1,1,1,1,1,1,,2,,1,1,3,1,3,2
3,1,0,11,5,2,1,2,1,1,1,2,,2,2,4,2,1,2,2
3,1,1,19,10,1,1,1,2,2,1,2,2,,1,1,1,1,2,2
3,,0,18,25,1,2,2,1,1,1,,2,,2,4,2,2,2,1
2,,1,,10,1,2,2,1,1,1,2,,,2,3,3,4,2,1
2,3,1,11,1,1,1,2,,,1,2,,2,2,1,3,2,1,2
2,1,3,4,10,1,2,2,1,1,1,2,,2,2,2,2,4,4,2
2,1,1,8,2,1,1,1,1,1,1,2,,,2,1,3,4,1,1
3,,30,23,20,1,2,2,1,1,1,2,2,2,2,1,3,3,1,2
3,1,1,3,5,1,1,1,1,1,1,2,2,,2,1,1,4,2,2
1,1,1,19,31,1,1,1,1,1,1,2,,,1,1,2,1,3,1
3,1,1,3,5,2,2,1,1,,1,2,2,,2,1,3,2,2,1
3,1,1,3,55,1,2,2,2,2,1,2,,,2,2,2,5,2,1
1,,0,1,5,2,2,2,1,1,1,2,,2,2,1,3,3,3,2
3,1,2,23,7,2,1,1,1,1,1,2,2,,2,1,3,3,2,1
3,1,2,23,7,2,1,1,1,1,1,2,2,,1,1,2,3,2,1
3,1,1,19,2,1,1,1,1,1,1,2,2,,2,1,,1,2,1
1,3,2,1,11,1,1,1,1,1,1,2,2,,2,4,2,2,2,2
1,1,1,14,1,1,2,2,1,1,1,2,2,2,2,3,2,1,2,2
1,1,0,16,3,2,1,1,1,1,1,2,2,,2,1,2,2,3,1
1,1,0,16,3,2,1,1,1,1,1,2,2,,2,1,2,2,3,1
3,1,0,,10,2,1,1,1,1,1,,,,2,4,3,3,3,1
1,3,1,16,3,1,2,1,2,2,1,,,,2,1,2,4,2,2
3,1,2,23,10,1,2,2,1,1,1,2,2,,2,4,3,4,4,1
3,1,1,23,9,1,2,2,1,1,1,2,2,2,2,1,2,4,3,2
3,1,1,23,4,1,1,1,1,1,1,2,2,,2,1,2,1,3,1
1,,3,13,10,1,1,2,2,2,1,2,2,,2,1,3,3,3,1
1,1,1,23,5,1,1,1,1,1,1,2,,,2,1,3,1,3,2
3,1,1,16,15,1,2,2,2,2,1,2,,,2,1,2,3,3,1
2,1,1,5,7,2,1,1,1,1,1,2,2,,2,1,3,3,3,1
2,1,1,5,13,2,2,2,1,1,1,2,2,2,2,4,3,3,3,2
1,2,1,,5,1,2,1,1,1,1,2,,,2,4,2,3,3,1
1,1,2,19,10,1,1,1,1,1,1,2,,,1,2,1,3,3,1
3,3,0,,3,1,2,1,1,1,1,2,2,,2,4,1,1,3,1
3,1,1,1,5,1,1,1,1,1,1,2,,,2,2,1,3,3,1
3,1,1,19,10,1,1,1,1,1,1,2,2,,2,4,3,1,3,1
3,1,1,23,10,2,2,2,1,1,1,2,2,2,1,1,3,4,3,2
2,1,0,23,10,1,2,2,1,1,1,,2,2,2,1,2,3,3,2
3,1,1,3,1,1,1,1,1,,1,2,2,,2,1,2,2,3,1
3,,0,16,3,1,2,1,1,2,1,2,,,1,4,2,4,3,1
2,1,1,5,4,1,1,1,1,1,1,2,,,2,1,2,3,3,1
3,2,1,23,25,2,2,1,1,1,1,,2,,2,1,3,5,3,1
3,1,1,3,20,1,1,2,1,1,1,2,2,2,2,2,3,5,3,2
2,1,1,6,24,1,1,1,1,1,1,2,,,1,2,3,4,3,1
3,1,1,19,12,2,1,1,1,1,1,2,2,,2,4,2,4,3,2
3,1,0,3,5,2,2,2,1,2,1,2,,2,2,1,2,4,3,2
1,,1,19,5,1,1,1,1,1,1,2,,,2,1,3,1,3,1
3,1,1,1,3,1,2,2,1,1,1,2,2,2,2,3,2,2,3,2
3,1,1,23,7,1,2,1,1,1,1,,,,2,1,2,1,3,1
3,1,1,19,5,1,2,1,1,1,1,2,,,2,1,2,1,3,2
2,1,2,9,3,1,2,2,1,2,1,2,,,2,1,3,2,3,1
3,1,1,23,5,2,1,1,1,,1,2,2,,2,3,3,1,3,1
1,1,1,23,5,2,1,1,1,,1,2,2,,2,4,3,1,3,1
3,1,1,1,15,1,2,2,1,1,1,2,,,2,1,1,4,3,2
3,1,1,,3,1,2,2,1,1,1,2,2,2,2,1,1,4,3,2
1,1,5,23,2,1,2,2,1,1,1,2,,2,2,1,2,2,3,2
3,1,2,19,1,2,1,1,1,1,1,2,2,,2,1,3,2,3,1
3,,1,1,5,1,1,1,1,1,1,2,2,,1,4,2,2,3,1
3,3,0,1,5,1,2,2,1,1,1,,2,2,2,4,3,3,3,2
3,1,0,23,3,1,2,1,1,1,1,2,,,2,1,2,1,3,1
2,3,2,23,5,1,1,1,1,1,1,2,2,,2,4,3,3,3,1
3,,5,,7,1,2,2,1,1,2,2,,2,2,2,3,4,3,2
2,,1,6,3,1,1,1,1,1,1,2,,,2,1,1,2,3,1
